date,drug_name,sales
2024-05-24,Cetirizine,77
2024-05-25,Cetirizine,84
2024-05-26,Cetirizine,88
2024-05-27,Cetirizine,97
2024-05-28,Cetirizine,99
2024-05-29,Cetirizine,94
2024-05-30,Cetirizine,86
2024-05-31,Cetirizine,79
2024-06-01,Cetirizine,79
2024-06-02,Cetirizine,87
2024-06-03,Cetirizine,96
2024-06-04,Cetirizine,97
2024-06-05,Cetirizine,93
2024-06-06,Cetirizine,88
2024-06-07,Cetirizine,79
2024-06-08,Cetirizine,81
2024-06-09,Cetirizine,89
2024-06-10,Cetirizine,97
2024-06-11,Cetirizine,99
2024-06-12,Cetirizine,95
2024-06-13,Cetirizine,87
2024-06-14,Cetirizine,82
2024-06-15,Cetirizine,86
2024-06-16,Cetirizine,91
2024-06-17,Cetirizine,102
2024-06-18,Cetirizine,98
2024-06-19,Cetirizine,98
2024-06-20,Cetirizine,85
2024-06-21,Cetirizine,80
2024-06-22,Cetirizine,82
2024-06-23,Cetirizine,90
2024-06-24,Cetirizine,98
2024-06-25,Cetirizine,99
2024-06-26,Cetirizine,96
2024-06-27,Cetirizine,85
2024-06-28,Cetirizine,82
2024-06-29,Cetirizine,85
2024-06-30,Cetirizine,90
2024-07-01,Cetirizine,100
2024-07-02,Cetirizine,101
2024-07-03,Cetirizine,99
2024-07-04,Cetirizine,85
2024-07-05,Cetirizine,82
2024-07-06,Cetirizine,79
2024-07-07,Cetirizine,89
2024-07-08,Cetirizine,99
2024-07-09,Cetirizine,103
2024-07-10,Cetirizine,92
2024-07-11,Cetirizine,88
2024-07-12,Cetirizine,81
2024-07-13,Cetirizine,80
2024-07-14,Cetirizine,91
2024-07-15,Cetirizine,102
2024-07-16,Cetirizine,98
2024-07-17,Cetirizine,95
2024-07-18,Cetirizine,85
2024-07-19,Cetirizine,80
2024-07-20,Cetirizine,86
2024-07-21,Cetirizine,90
2024-07-22,Cetirizine,102
2024-07-23,Cetirizine,103
2024-07-24,Cetirizine,95
2024-07-25,Cetirizine,86
2024-07-26,Cetirizine,80
2024-07-27,Cetirizine,81
2024-07-28,Cetirizine,92
2024-07-29,Cetirizine,99
2024-07-30,Cetirizine,100
2024-07-31,Cetirizine,93
2024-08-01,Cetirizine,87
2024-08-02,Cetirizine,81
2024-08-03,Cetirizine,83
2024-08-04,Cetirizine,92
2024-08-05,Cetirizine,94
2024-08-06,Cetirizine,98
2024-08-07,Cetirizine,100
2024-08-08,Cetirizine,86
2024-08-09,Cetirizine,77
2024-08-10,Cetirizine,81
2024-08-11,Cetirizine,97
2024-08-12,Cetirizine,98
2024-08-13,Cetirizine,104
2024-08-14,Cetirizine,96
2024-08-15,Cetirizine,86
2024-08-16,Cetirizine,84
2024-08-17,Cetirizine,79
2024-08-18,Cetirizine,89
2024-08-19,Cetirizine,99
2024-08-20,Cetirizine,99
2024-08-21,Cetirizine,95
2024-08-22,Cetirizine,89
2023-01-01,Amoxicillin,75
2023-01-02,Amoxicillin,82
2023-01-03,Amoxicillin,88
2023-01-04,Amoxicillin,80
2023-01-05,Amoxicillin,76
2023-01-06,Amoxicillin,66
2023-01-07,Amoxicillin,67
2023-01-08,Amoxicillin,73
2023-01-09,Amoxicillin,80
2023-01-10,Amoxicillin,83
2023-01-11,Amoxicillin,81
2023-01-12,Amoxicillin,73
2023-01-13,Amoxicillin,63
2023-01-14,Amoxicillin,70
2023-01-15,Amoxicillin,76
2023-01-16,Amoxicillin,85
2023-01-17,Amoxicillin,90
2023-01-18,Amoxicillin,83
2023-01-19,Amoxicillin,72
2023-01-20,Amoxicillin,65
2023-01-21,Amoxicillin,65
2023-01-22,Amoxicillin,75
2023-01-23,Amoxicillin,84
2023-01-24,Amoxicillin,85
2023-01-25,Amoxicillin,81
2023-01-26,Amoxicillin,73
2023-01-27,Amoxicillin,67
2023-01-28,Amoxicillin,68
2023-01-29,Amoxicillin,77
2023-01-30,Amoxicillin,86
2023-01-31,Amoxicillin,85
2023-02-01,Amoxicillin,84
2023-02-02,Amoxicillin,73
2023-02-03,Amoxicillin,67
2023-02-04,Amoxicillin,71
2023-02-05,Amoxicillin,78
2023-02-06,Amoxicillin,87
2023-02-07,Amoxicillin,88
2023-02-08,Amoxicillin,80
2023-02-09,Amoxicillin,74
2023-02-10,Amoxicillin,65
2023-02-11,Amoxicillin,70
2023-02-12,Amoxicillin,77
2023-02-13,Amoxicillin,85
2023-02-14,Amoxicillin,87
2023-02-15,Amoxicillin,78
2023-02-16,Amoxicillin,72
2023-02-17,Amoxicillin,68
2023-02-18,Amoxicillin,70
2023-02-19,Amoxicillin,76
2023-02-20,Amoxicillin,88
2023-02-21,Amoxicillin,86
2023-02-22,Amoxicillin,84
2023-02-23,Amoxicillin,74
2023-02-24,Amoxicillin,67
2023-02-25,Amoxicillin,74
2023-02-26,Amoxicillin,75
2023-02-27,Amoxicillin,88
2023-02-28,Amoxicillin,90
2023-03-01,Amoxicillin,81
2023-03-02,Amoxicillin,76
2023-03-03,Amoxicillin,68
2023-03-04,Amoxicillin,71
2023-03-05,Amoxicillin,79
2023-03-06,Amoxicillin,86
2023-03-07,Amoxicillin,90
2023-03-08,Amoxicillin,84
2023-03-09,Amoxicillin,70
2023-03-10,Amoxicillin,71
2023-03-11,Amoxicillin,67
2023-03-12,Amoxicillin,80
2023-03-13,Amoxicillin,88
2023-03-14,Amoxicillin,86
2023-03-15,Amoxicillin,82
2023-03-16,Amoxicillin,72
2023-03-17,Amoxicillin,68
2023-03-18,Amoxicillin,70
2023-03-19,Amoxicillin,80
2023-03-20,Amoxicillin,89
2023-03-21,Amoxicillin,91
2023-03-22,Amoxicillin,82
2023-03-23,Amoxicillin,74
2023-03-24,Amoxicillin,66
2023-03-25,Amoxicillin,69
2023-03-26,Amoxicillin,81
2023-03-27,Amoxicillin,90
2023-03-28,Amoxicillin,86
2023-03-29,Amoxicillin,82
2023-03-30,Amoxicillin,75
2023-03-31,Amoxicillin,70
2023-04-01,Amoxicillin,70
2023-04-02,Amoxicillin,80
2023-04-03,Amoxicillin,86
2023-04-04,Amoxicillin,89
2023-04-05,Amoxicillin,85
2023-04-06,Amoxicillin,75
2023-04-07,Amoxicillin,69
2023-04-08,Amoxicillin,71
2023-04-09,Amoxicillin,79
2023-04-10,Amoxicillin,86
2023-04-11,Amoxicillin,89
2023-04-12,Amoxicillin,87
2023-04-13,Amoxicillin,76
2023-04-14,Amoxicillin,69
2023-04-15,Amoxicillin,73
2023-04-16,Amoxicillin,79
2023-04-17,Amoxicillin,90
2023-04-18,Amoxicillin,90
2023-04-19,Amoxicillin,84
2023-04-20,Amoxicillin,76
2023-04-21,Amoxicillin,67
2023-04-22,Amoxicillin,70
2023-04-23,Amoxicillin,77
2023-04-24,Amoxicillin,88
2023-04-25,Amoxicillin,93
2023-04-26,Amoxicillin,89
2023-04-27,Amoxicillin,77
2023-04-28,Amoxicillin,71
2023-04-29,Amoxicillin,69
2023-04-30,Amoxicillin,79
2023-05-01,Amoxicillin,86
2023-05-02,Amoxicillin,89
2023-05-03,Amoxicillin,84
2023-05-04,Amoxicillin,75
2023-05-05,Amoxicillin,66
2023-05-06,Amoxicillin,74
2023-05-07,Amoxicillin,78
2023-05-08,Amoxicillin,89
2023-05-09,Amoxicillin,94
2023-05-10,Amoxicillin,83
2023-05-11,Amoxicillin,71
2023-05-12,Amoxicillin,70
2023-05-13,Amoxicillin,75
2023-05-14,Amoxicillin,84
2023-05-15,Amoxicillin,86
2023-05-16,Amoxicillin,91
2023-05-17,Amoxicillin,84
2023-05-18,Amoxicillin,76
2023-05-19,Amoxicillin,76
2023-05-20,Amoxicillin,70
2023-05-21,Amoxicillin,81
2023-05-22,Amoxicillin,89
2023-05-23,Amoxicillin,93
2023-05-24,Amoxicillin,85
2023-05-25,Amoxicillin,77
2023-05-26,Amoxicillin,70
2023-05-27,Amoxicillin,74
2023-05-28,Amoxicillin,80
2023-05-29,Amoxicillin,90
2023-05-30,Amoxicillin,90
2023-05-31,Amoxicillin,86
2023-06-01,Amoxicillin,77
2023-06-02,Amoxicillin,74
2023-06-03,Amoxicillin,73
2023-06-04,Amoxicillin,78
2023-06-05,Amoxicillin,92
2023-06-06,Amoxicillin,89
2023-06-07,Amoxicillin,84
2023-06-08,Amoxicillin,76
2023-06-09,Amoxicillin,74
2023-06-10,Amoxicillin,69
2023-06-11,Amoxicillin,88
2023-06-12,Amoxicillin,91
2023-06-13,Amoxicillin,92
2023-06-14,Amoxicillin,86
2023-06-15,Amoxicillin,78
2023-06-16,Amoxicillin,73
2023-06-17,Amoxicillin,75
2023-06-18,Amoxicillin,83
2023-06-19,Amoxicillin,90
2023-06-20,Amoxicillin,91
2023-06-21,Amoxicillin,86
2023-06-22,Amoxicillin,77
2023-06-23,Amoxicillin,74
2023-06-24,Amoxicillin,75
2023-06-25,Amoxicillin,76
2023-06-26,Amoxicillin,91
2023-06-27,Amoxicillin,92
2023-06-28,Amoxicillin,86
2023-06-29,Amoxicillin,77
2023-06-30,Amoxicillin,75
2023-07-01,Amoxicillin,76
2023-07-02,Amoxicillin,81
2023-07-03,Amoxicillin,91
2023-07-04,Amoxicillin,90
2023-07-05,Amoxicillin,84
2023-07-06,Amoxicillin,77
2023-07-07,Amoxicillin,74
2023-07-08,Amoxicillin,76
2023-07-09,Amoxicillin,83
2023-07-10,Amoxicillin,92
2023-07-11,Amoxicillin,93
2023-07-12,Amoxicillin,85
2023-07-13,Amoxicillin,79
2023-07-14,Amoxicillin,74
2023-07-15,Amoxicillin,76
2023-07-16,Amoxicillin,85
2023-07-17,Amoxicillin,92
2023-07-18,Amoxicillin,93
2023-07-19,Amoxicillin,89
2023-07-20,Amoxicillin,78
2023-07-21,Amoxicillin,71
2023-07-22,Amoxicillin,75
2023-07-23,Amoxicillin,81
2023-07-24,Amoxicillin,89
2023-07-25,Amoxicillin,92
2023-07-26,Amoxicillin,86
2023-07-27,Amoxicillin,78
2023-07-28,Amoxicillin,69
2023-07-29,Amoxicillin,76
2023-07-30,Amoxicillin,83
2023-07-31,Amoxicillin,89
2023-08-01,Amoxicillin,94
2023-08-02,Amoxicillin,89
2023-08-03,Amoxicillin,76
2023-08-04,Amoxicillin,72
2023-08-05,Amoxicillin,74
2023-08-06,Amoxicillin,81
2023-08-07,Amoxicillin,93
2023-08-08,Amoxicillin,93
2023-08-09,Amoxicillin,87
2023-08-10,Amoxicillin,75
2023-08-11,Amoxicillin,75
2023-08-12,Amoxicillin,73
2023-08-13,Amoxicillin,84
2023-08-14,Amoxicillin,92
2023-08-15,Amoxicillin,96
2023-08-16,Amoxicillin,85
2023-08-17,Amoxicillin,73
2023-08-18,Amoxicillin,74
2023-08-19,Amoxicillin,79
2023-08-20,Amoxicillin,86
2023-08-21,Amoxicillin,92
2023-08-22,Amoxicillin,93
2023-08-23,Amoxicillin,90
2023-08-24,Amoxicillin,78
2023-08-25,Amoxicillin,75
2023-08-26,Amoxicillin,77
2023-08-27,Amoxicillin,86
2023-08-28,Amoxicillin,97
2023-08-29,Amoxicillin,95
2023-08-30,Amoxicillin,87
2023-08-31,Amoxicillin,80
2023-09-01,Amoxicillin,71
2023-09-02,Amoxicillin,75
2023-09-03,Amoxicillin,83
2023-09-04,Amoxicillin,91
2023-09-05,Amoxicillin,94
2023-09-06,Amoxicillin,87
2023-09-07,Amoxicillin,82
2023-09-08,Amoxicillin,75
2023-09-09,Amoxicillin,77
2023-09-10,Amoxicillin,84
2023-09-11,Amoxicillin,93
2023-09-12,Amoxicillin,96
2023-09-13,Amoxicillin,87
2023-09-14,Amoxicillin,79
2023-09-15,Amoxicillin,74
2023-09-16,Amoxicillin,74
2023-09-17,Amoxicillin,83
2023-09-18,Amoxicillin,92
2023-09-19,Amoxicillin,96
2023-09-20,Amoxicillin,90
2023-09-21,Amoxicillin,81
2023-09-22,Amoxicillin,77
2023-09-23,Amoxicillin,77
2023-09-24,Amoxicillin,86
2023-09-25,Amoxicillin,93
2023-09-26,Amoxicillin,95
2023-09-27,Amoxicillin,88
2023-09-28,Amoxicillin,76
2023-09-29,Amoxicillin,75
2023-09-30,Amoxicillin,80
2023-10-01,Amoxicillin,87
2023-10-02,Amoxicillin,95
2023-10-03,Amoxicillin,97
2023-10-04,Amoxicillin,90
2023-10-05,Amoxicillin,81
2023-10-06,Amoxicillin,74
2023-10-07,Amoxicillin,77
2023-10-08,Amoxicillin,87
2023-10-09,Amoxicillin,96
2023-10-10,Amoxicillin,95
2023-10-11,Amoxicillin,89
2023-10-12,Amoxicillin,81
2023-10-13,Amoxicillin,77
2023-10-14,Amoxicillin,75
2023-10-15,Amoxicillin,81
2023-10-16,Amoxicillin,92
2023-10-17,Amoxicillin,93
2023-10-18,Amoxicillin,89
2023-10-19,Amoxicillin,81
2023-10-20,Amoxicillin,75
2023-10-21,Amoxicillin,81
2023-10-22,Amoxicillin,86
2023-10-23,Amoxicillin,94
2023-10-24,Amoxicillin,97
2023-10-25,Amoxicillin,88
2023-10-26,Amoxicillin,84
2023-10-27,Amoxicillin,76
2023-10-28,Amoxicillin,80
2023-10-29,Amoxicillin,84
2023-10-30,Amoxicillin,91
2023-10-31,Amoxicillin,98
2023-11-01,Amoxicillin,91
2023-11-02,Amoxicillin,80
2023-11-03,Amoxicillin,75
2023-11-04,Amoxicillin,81
2023-11-05,Amoxicillin,84
2023-11-06,Amoxicillin,97
2023-11-07,Amoxicillin,94
2023-11-08,Amoxicillin,92
2023-11-09,Amoxicillin,81
2023-11-10,Amoxicillin,78
2023-11-11,Amoxicillin,78
2023-11-12,Amoxicillin,86
2023-11-13,Amoxicillin,94
2023-11-14,Amoxicillin,94
2023-11-15,Amoxicillin,92
2023-11-16,Amoxicillin,81
2023-11-17,Amoxicillin,76
2023-11-18,Amoxicillin,77
2023-11-19,Amoxicillin,82
2023-11-20,Amoxicillin,94
2023-11-21,Amoxicillin,101
2023-11-22,Amoxicillin,93
2023-11-23,Amoxicillin,83
2023-11-24,Amoxicillin,77
2023-11-25,Amoxicillin,79
2023-11-26,Amoxicillin,88
2023-11-27,Amoxicillin,92
2023-11-28,Amoxicillin,99
2023-11-29,Amoxicillin,93
2023-11-30,Amoxicillin,84
2023-12-01,Amoxicillin,78
2023-12-02,Amoxicillin,79
2023-12-03,Amoxicillin,89
2023-12-04,Amoxicillin,96
2023-12-05,Amoxicillin,96
2023-12-06,Amoxicillin,91
2023-12-07,Amoxicillin,83
2023-12-08,Amoxicillin,81
2023-12-09,Amoxicillin,77
2023-12-10,Amoxicillin,85
2023-12-11,Amoxicillin,96
2023-12-12,Amoxicillin,97
2023-12-13,Amoxicillin,92
2023-12-14,Amoxicillin,84
2023-12-15,Amoxicillin,77
2023-12-16,Amoxicillin,83
2023-12-17,Amoxicillin,84
2023-12-18,Amoxicillin,94
2023-12-19,Amoxicillin,97
2023-12-20,Amoxicillin,89
2023-12-21,Amoxicillin,83
2023-12-22,Amoxicillin,81
2023-12-23,Amoxicillin,80
2023-12-24,Amoxicillin,88
2023-12-25,Amoxicillin,93
2023-12-26,Amoxicillin,97
2023-12-27,Amoxicillin,92
2023-12-28,Amoxicillin,83
2023-12-29,Amoxicillin,81
2023-12-30,Amoxicillin,81
2023-12-31,Amoxicillin,86
2024-01-01,Amoxicillin,96
2024-01-02,Amoxicillin,99
2024-01-03,Amoxicillin,95
2024-01-04,Amoxicillin,87
2024-01-05,Amoxicillin,77
2024-01-06,Amoxicillin,79
2024-01-07,Amoxicillin,86
2024-01-08,Amoxicillin,96
2024-01-09,Amoxicillin,99
2024-01-10,Amoxicillin,95
2024-01-11,Amoxicillin,84
2024-01-12,Amoxicillin,78
2024-01-13,Amoxicillin,81
2024-01-14,Amoxicillin,87
2024-01-15,Amoxicillin,101
2024-01-16,Amoxicillin,95
2024-01-17,Amoxicillin,93
2024-01-18,Amoxicillin,88
2024-01-19,Amoxicillin,79
2024-01-20,Amoxicillin,81
2024-01-21,Amoxicillin,88
2024-01-22,Amoxicillin,96
2024-01-23,Amoxicillin,101
2024-01-24,Amoxicillin,89
2024-01-25,Amoxicillin,88
2024-01-26,Amoxicillin,76
2024-01-27,Amoxicillin,81
2024-01-28,Amoxicillin,88
2024-01-29,Amoxicillin,98
2024-01-30,Amoxicillin,96
2024-01-31,Amoxicillin,94
2024-02-01,Amoxicillin,89
2024-02-02,Amoxicillin,77
2024-02-03,Amoxicillin,82
2024-02-04,Amoxicillin,88
2024-02-05,Amoxicillin,98
2024-02-06,Amoxicillin,99
2024-02-07,Amoxicillin,92
2024-02-08,Amoxicillin,86
2024-02-09,Amoxicillin,83
2024-02-10,Amoxicillin,81
2024-02-11,Amoxicillin,91
2024-02-12,Amoxicillin,95
2024-02-13,Amoxicillin,97
2024-02-14,Amoxicillin,95
2024-02-15,Amoxicillin,88
2024-02-16,Amoxicillin,81
2024-02-17,Amoxicillin,81
2024-02-18,Amoxicillin,90
2024-02-19,Amoxicillin,95
2024-02-20,Amoxicillin,101
2024-02-21,Amoxicillin,96
2024-02-22,Amoxicillin,85
2024-02-23,Amoxicillin,79
2024-02-24,Amoxicillin,83
2024-02-25,Amoxicillin,89
2024-02-26,Amoxicillin,98
2024-02-27,Amoxicillin,104
2024-02-28,Amoxicillin,94
2024-02-29,Amoxicillin,85
2024-03-01,Amoxicillin,79
2024-03-02,Amoxicillin,84
2024-03-03,Amoxicillin,90
2024-03-04,Amoxicillin,97
2024-03-05,Amoxicillin,103
2024-03-06,Amoxicillin,98
2024-03-07,Amoxicillin,85
2024-03-08,Amoxicillin,77
2024-03-09,Amoxicillin,85
2024-03-10,Amoxicillin,89
2024-03-11,Amoxicillin,100
2024-03-12,Amoxicillin,96
2024-03-13,Amoxicillin,97
2024-03-14,Amoxicillin,84
2024-03-15,Amoxicillin,82
2024-03-16,Amoxicillin,83
2024-03-17,Amoxicillin,89
2024-03-18,Amoxicillin,98
2024-03-19,Amoxicillin,102
2024-03-20,Amoxicillin,95
2024-03-21,Amoxicillin,88
2024-03-22,Amoxicillin,85
2024-03-23,Amoxicillin,80
2024-03-24,Amoxicillin,94
2024-03-25,Amoxicillin,99
2024-03-26,Amoxicillin,99
2024-03-27,Amoxicillin,93
2024-03-28,Amoxicillin,86
2024-03-29,Amoxicillin,83
2024-03-30,Amoxicillin,83
2024-03-31,Amoxicillin,94
2024-04-01,Amoxicillin,96
2024-04-02,Amoxicillin,101
2024-04-03,Amoxicillin,93
2024-04-04,Amoxicillin,88
2024-04-05,Amoxicillin,83
2024-04-06,Amoxicillin,83
2024-04-07,Amoxicillin,86
2024-04-08,Amoxicillin,100
2024-04-09,Amoxicillin,102
2024-04-10,Amoxicillin,97
2024-04-11,Amoxicillin,90
2024-04-12,Amoxicillin,80
2024-04-13,Amoxicillin,85
2024-04-14,Amoxicillin,94
2024-04-15,Amoxicillin,96
2024-04-16,Amoxicillin,102
2024-04-17,Amoxicillin,95
2024-04-18,Amoxicillin,87
2024-04-19,Amoxicillin,83
2024-04-20,Amoxicillin,83
2024-04-21,Amoxicillin,91
2024-04-22,Amoxicillin,100
2024-04-23,Amoxicillin,100
2024-04-24,Amoxicillin,94
2024-04-25,Amoxicillin,89
2024-04-26,Amoxicillin,80
2024-04-27,Amoxicillin,86
2024-04-28,Amoxicillin,93
2024-04-29,Amoxicillin,97
2024-04-30,Amoxicillin,101
2024-05-01,Amoxicillin,99
2024-05-02,Amoxicillin,86
2024-05-03,Amoxicillin,82
2024-05-04,Amoxicillin,85
2024-05-05,Amoxicillin,94
2024-05-06,Amoxicillin,100
2024-05-07,Amoxicillin,101
2024-05-08,Amoxicillin,100
2024-05-09,Amoxicillin,92
2024-05-10,Amoxicillin,85
2024-05-11,Amoxicillin,85
2024-05-12,Amoxicillin,91
2024-05-13,Amoxicillin,99
2024-05-14,Amoxicillin,103
2024-05-15,Amoxicillin,98
2024-05-16,Amoxicillin,91
2024-05-17,Amoxicillin,84
2024-05-18,Amoxicillin,82
2024-05-19,Amoxicillin,95
2024-05-20,Amoxicillin,99
2024-05-21,Amoxicillin,102
2024-05-22,Amoxicillin,98
2024-05-23,Amoxicillin,93
2024-05-24,Amoxicillin,89
2024-05-25,Amoxicillin,86
2024-05-26,Amoxicillin,93
2024-05-27,Amoxicillin,102
2024-05-28,Amoxicillin,105
2024-05-29,Amoxicillin,97
2024-05-30,Amoxicillin,92
2024-05-31,Amoxicillin,84
2024-06-01,Amoxicillin,86
2024-06-02,Amoxicillin,95
2024-06-03,Amoxicillin,102
2024-06-04,Amoxicillin,105
2024-06-05,Amoxicillin,96
2024-06-06,Amoxicillin,88
2024-06-07,Amoxicillin,82
2024-06-08,Amoxicillin,87
2024-06-09,Amoxicillin,95
2024-06-10,Amoxicillin,102
2024-06-11,Amoxicillin,107
2024-06-12,Amoxicillin,98
2024-06-13,Amoxicillin,91
2024-06-14,Amoxicillin,82
2024-06-15,Amoxicillin,85
2024-06-16,Amoxicillin,95
2024-06-17,Amoxicillin,103
2024-06-18,Amoxicillin,103
2024-06-19,Amoxicillin,98
2024-06-20,Amoxicillin,87
2024-06-21,Amoxicillin,83
2024-06-22,Amoxicillin,88
2024-06-23,Amoxicillin,95
2024-06-24,Amoxicillin,103
2024-06-25,Amoxicillin,104
2024-06-26,Amoxicillin,98
2024-06-27,Amoxicillin,88
2024-06-28,Amoxicillin,86
2024-06-29,Amoxicillin,87
2024-06-30,Amoxicillin,95
2024-07-01,Amoxicillin,101
2024-07-02,Amoxicillin,100
2024-07-03,Amoxicillin,101
2024-07-04,Amoxicillin,89
2024-07-05,Amoxicillin,83
2024-07-06,Amoxicillin,88
2024-07-07,Amoxicillin,94
2024-07-08,Amoxicillin,104
2024-07-09,Amoxicillin,106
2024-07-10,Amoxicillin,100
2024-07-11,Amoxicillin,88
2024-07-12,Amoxicillin,87
2024-07-13,Amoxicillin,87
2024-07-14,Amoxicillin,94
2024-07-15,Amoxicillin,103
2024-07-16,Amoxicillin,101
2024-07-17,Amoxicillin,100
2024-07-18,Amoxicillin,88
2024-07-19,Amoxicillin,82
2024-07-20,Amoxicillin,84
2024-07-21,Amoxicillin,97
2024-07-22,Amoxicillin,102
2024-07-23,Amoxicillin,108
2024-07-24,Amoxicillin,98
2024-07-25,Amoxicillin,87
2024-07-26,Amoxicillin,83
2024-07-27,Amoxicillin,90
2024-07-28,Amoxicillin,95
2024-07-29,Amoxicillin,102
2024-07-30,Amoxicillin,105
2024-07-31,Amoxicillin,101
2024-08-01,Amoxicillin,93
2024-08-02,Amoxicillin,88
2024-08-03,Amoxicillin,87
2024-08-04,Amoxicillin,93
2024-08-05,Amoxicillin,102
2024-08-06,Amoxicillin,106
2024-08-07,Amoxicillin,98
2024-08-08,Amoxicillin,89
2024-08-09,Amoxicillin,87
2024-08-10,Amoxicillin,88
2024-08-11,Amoxicillin,96
2024-08-12,Amoxicillin,102
2024-08-13,Amoxicillin,105
2024-08-14,Amoxicillin,98
2024-08-15,Amoxicillin,93
2024-08-16,Amoxicillin,88
2024-08-17,Amoxicillin,84
2024-08-18,Amoxicillin,94
2024-08-19,Amoxicillin,101
2024-08-20,Amoxicillin,104
2024-08-21,Amoxicillin,100
2024-08-22,Amoxicillin,89
2023-01-01,Azithromycin,77
2023-01-02,Azithromycin,87
2023-01-03,Azithromycin,83
2023-01-04,Azithromycin,80
2023-01-05,Azithromycin,68
2023-01-06,Azithromycin,66
2023-01-07,Azithromycin,71
2023-01-08,Azithromycin,74
2023-01-09,Azithromycin,81
2023-01-10,Azithromycin,85
2023-01-11,Azithromycin,84
2023-01-12,Azithromycin,73
2023-01-13,Azithromycin,64
2023-01-14,Azithromycin,71
2023-01-15,Azithromycin,72
2023-01-16,Azithromycin,88
2023-01-17,Azithromycin,87
2023-01-18,Azithromycin,83
2023-01-19,Azithromycin,68
2023-01-20,Azithromycin,66
2023-01-21,Azithromycin,68
2023-01-22,Azithromycin,74
2023-01-23,Azithromycin,81
2023-01-24,Azithromycin,87
2023-01-25,Azithromycin,81
2023-01-26,Azithromycin,74
2023-01-27,Azithromycin,65
2023-01-28,Azithromycin,68
2023-01-29,Azithromycin,73
2023-01-30,Azithromycin,87
2023-01-31,Azithromycin,86
2023-02-01,Azithromycin,82
2023-02-02,Azithromycin,73
2023-02-03,Azithromycin,69
2023-02-04,Azithromycin,67
2023-02-05,Azithromycin,78
2023-02-06,Azithromycin,84
2023-02-07,Azithromycin,90
2023-02-08,Azithromycin,79
2023-02-09,Azithromycin,74
2023-02-10,Azithromycin,67
2023-02-11,Azithromycin,69
2023-02-12,Azithromycin,77
2023-02-13,Azithromycin,87
2023-02-14,Azithromycin,87
2023-02-15,Azithromycin,78
2023-02-16,Azithromycin,75
2023-02-17,Azithromycin,69
2023-02-18,Azithromycin,70
2023-02-19,Azithromycin,74
2023-02-20,Azithromycin,83
2023-02-21,Azithromycin,83
2023-02-22,Azithromycin,82
2023-02-23,Azithromycin,70
2023-02-24,Azithromycin,64
2023-02-25,Azithromycin,72
2023-02-26,Azithromycin,78
2023-02-27,Azithromycin,84
2023-02-28,Azithromycin,86
2023-03-01,Azithromycin,76
2023-03-02,Azithromycin,74
2023-03-03,Azithromycin,66
2023-03-04,Azithromycin,70
2023-03-05,Azithromycin,72
2023-03-06,Azithromycin,87
2023-03-07,Azithromycin,85
2023-03-08,Azithromycin,79
2023-03-09,Azithromycin,72
2023-03-10,Azithromycin,66
2023-03-11,Azithromycin,72
2023-03-12,Azithromycin,76
2023-03-13,Azithromycin,88
2023-03-14,Azithromycin,88
2023-03-15,Azithromycin,84
2023-03-16,Azithromycin,73
2023-03-17,Azithromycin,70
2023-03-18,Azithromycin,67
2023-03-19,Azithromycin,78
2023-03-20,Azithromycin,85
2023-03-21,Azithromycin,90
2023-03-22,Azithromycin,85
2023-03-23,Azithromycin,73
2023-03-24,Azithromycin,65
2023-03-25,Azithromycin,71
2023-03-26,Azithromycin,74
2023-03-27,Azithromycin,89
2023-03-28,Azithromycin,87
2023-03-29,Azithromycin,82
2023-03-30,Azithromycin,72
2023-03-31,Azithromycin,66
2023-04-01,Azithromycin,72
2023-04-02,Azithromycin,78
2023-04-03,Azithromycin,86
2023-04-04,Azithromycin,86
2023-04-05,Azithromycin,84
2023-04-06,Azithromycin,76
2023-04-07,Azithromycin,68
2023-04-08,Azithromycin,73
2023-04-09,Azithromycin,78
2023-04-10,Azithromycin,88
2023-04-11,Azithromycin,85
2023-04-12,Azithromycin,83
2023-04-13,Azithromycin,74
2023-04-14,Azithromycin,69
2023-04-15,Azithromycin,71
2023-04-16,Azithromycin,79
2023-04-17,Azithromycin,88
2023-04-18,Azithromycin,87
2023-04-19,Azithromycin,84
2023-04-20,Azithromycin,77
2023-04-21,Azithromycin,66
2023-04-22,Azithromycin,69
2023-04-23,Azithromycin,77
2023-04-24,Azithromycin,84
2023-04-25,Azithromycin,88
2023-04-26,Azithromycin,85
2023-04-27,Azithromycin,77
2023-04-28,Azithromycin,69
2023-04-29,Azithromycin,70
2023-04-30,Azithromycin,81
2023-05-01,Azithromycin,82
2023-05-02,Azithromycin,87
2023-05-03,Azithromycin,79
2023-05-04,Azithromycin,73
2023-05-05,Azithromycin,68
2023-05-06,Azithromycin,74
2023-05-07,Azithromycin,74
2023-05-08,Azithromycin,86
2023-05-09,Azithromycin,90
2023-05-10,Azithromycin,84
2023-05-11,Azithromycin,78
2023-05-12,Azithromycin,70
2023-05-13,Azithromycin,72
2023-05-14,Azithromycin,76
2023-05-15,Azithromycin,85
2023-05-16,Azithromycin,86
2023-05-17,Azithromycin,85
2023-05-18,Azithromycin,76
2023-05-19,Azithromycin,70
2023-05-20,Azithromycin,70
2023-05-21,Azithromycin,78
2023-05-22,Azithromycin,88
2023-05-23,Azithromycin,88
2023-05-24,Azithromycin,82
2023-05-25,Azithromycin,74
